Health Center Type,Health Center Number,BHCMIS Organization Identification Number,BPHC Assigned Number,Site Name,Site Address,Site City,Site State Abbreviation,Site Postal Code,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,FQHC Site Medicare Billing Number,FQHC Site NPI Number,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,Site Added to Scope this Date,Site Add to Scope Date Text,Health Center Name,Health Center Organization Street Address,Health Center Organization City,Health Center Organization State,Health Center Organization ZIP Code,Health Center Organization Contact Name,Health Center Organization Contact Telephone Number,Health Center Organization Contact Email Address,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Geocoding Artifact Rural Status Indicator,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,State and County Federal Information Processing Standard Code,Complete County Name,County Equivalent Name,County Description,HHS Region Code,HHS Region Name,State FIPS Code,State Name,State FIPS and Congressional District Number Code,Congressional District Number,Congressional District Name,Congressional District Code,U.S. Congressional Representative Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date
Federally Qualified Health Center (FQHC),H80CS00443,010040,BPS-H80-004660,MIGRANT VOUCHER & MOBILE MED VAN CENTRAL & WESTERN,9 Green St,Augusta,ME,04330-7451,207-622-9252,www.mainemigrant.org,20,7,All Other Clinic Types,1,Active,,,5,Mobile Van,3,Administrative/Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/07/1991,1991/01/07,"Maine Mobile Health Program, Inc",9 Green St Ste 1,Augusta,ME,04330-7451,,,,"Corporate Entity, Federal Tax Exempt",Y,N,N,N,N,-69.77644094,44.31281438,Y,N,N,23011,Kennebec County,Kennebec,County            ,01,Region 1,23,Maine,2301,01,Maine District 01,ME-01,Chellie Pingree,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-004734,Katahdin Valley Health Center Millinocket,50 Summer St,Millinocket,ME,04462-1400,207-538-3700,www.kvhc.org,55,7,All Other Clinic Types,1,Active,201898,1003034406,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,12/02/2004,2004/12/02,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.70841121,45.65576425,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-021510,KVHC Granite Street School,191 Granite St,Millinocket,ME,04462-1300,207-538-3700,www.kvhc.org,5,2,School,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,12/10/2017,2017/12/10,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.70462485,45.65331979,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-021661,KVHC Medway Middle School,25 School St,Medway,ME,04460-3152,207-538-3700,www.kvhc.org,5,2,School,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/22/2018,2018/01/22,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.53030692,45.60865098,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00797,010460,BPS-H80-004765,RANGELEY FAMILY MEDICINE,42 Dallas Hill Rd,Rangeley,ME,04970-4032,207-864-3303,www.healthreachchc.org,42.5,7,All Other Clinic Types,1,Active,201819,1497729750,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/01/1994,1994/01/01,Healthreach Community Health Centers,10 Water St STE 305,Waterville,ME,04901-6566,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-70.63497766,44.95437694,Y,N,N,23007,Franklin County,Franklin,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS25680,01E01028,BPS-H80-021006,Greater Portland Health at Harrison Lyseth Elementary School,175 Auburn St,Portland,ME,04103-2131,207-874-8215,,1,2,School,1,Active,,1255872537,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/15/2017,2017/08/15,Portland Community Health Center,180 Park Ave STE 1,Portland,ME,04102-2927,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,-70.28576897,43.70788899,N,N,N,23005,Cumberland County,Cumberland,County            ,01,Region 1,23,Maine,2301,01,Maine District 01,ME-01,Chellie Pingree,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS02450,015110,BPS-H80-000702,HAN MEDWAY ,1930 Medway Rd,Medway,ME,04460-3166,207-794-6700,www.hanfqhc.org,45,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,02/21/2005,2005/02/21,"Health Access Network, Inc.",175 W Broadway,Lincoln,ME,04457-4000,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.52778526,45.61153226,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00591,010340,BPS-H80-024543,Bucksport Middle School,100 Miles Ln,Bucksport,ME,04416-4668,207-469-7371,,32,2,School,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/06/2018,2018/08/06,Bucksport Regional Health Center,110 Broadway,Bucksport,ME,04416-4612,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.77557582,44.58087443,Y,N,N,23009,Hancock County,Hancock,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-005207,United Cerebral Palsy of Northeastern Maine,700 Mount Hope Ave Ste 320,Bangor,ME,04401-5680,207-945-5247,,1,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/09/2007,2007/01/09,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.73604182,44.82336897,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS02448,015170,BPS-H80-019755,Sebasticook Family Doctors d/b/a HOMETOWN Health Center,118 Moosehead Trl Ste 4,Newport,ME,04953-4056,207-368-4213,hhcme.org,,7,All Other Clinic Types,1,Active,,,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,06/19/2017,2017/06/19,Sebasticook Family Doctors,118 Moosehead Trl STE 5,Newport,ME,04953-4056,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-69.28074181,44.84163288,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-019317,KVHC Katahdin Elementary School,805 Station Rd,Stacyville,ME,04777-4108,207-538-3700,www.kvhc.org,8,2,School,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,03/07/2017,2017/03/07,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.438655,45.92549133,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC) Look-Alike,LALCS00085,01E00188,BPS-LAL-017569,CCS Behavioral at Mollison (Room A),15 Mollison Way,Lewiston,ME,04240-5805,207-777-4440,http://www.stmarysmaine.com/Our-Providers/st-marys-center-for-family-medicine-at-mollison-way.html,30,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,02/03/2016,2016/02/03,"Community Clinical Services, Inc.",B St Community Ctr 57 Birch St Ste 201,Lewiston,ME,04240,Coleen  Elias,207-513-3897,celias@stmarysmaine.com,NA,NA,NA,NA,NA,NA,-70.19881343,44.12473327,N,N,N,23001,Androscoggin County,Androscoggin,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-033927,Bangor School Department School-Based Health Center,855 Broadway,Bangor,ME,04401-2916,207-404-8000,,40,2,School,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,11/09/2021,2021/11/09,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.78434564,44.82880979,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-032269,PCHC Bridge Clinic,992 Union St STE 3,Bangor,ME,04401-3057,207-992-9200,,50,7,All Other Clinic Types,1,Active,201873,1588868814,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,04/07/2021,2021/04/07,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.80749654,44.81485073,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00526,013470,BPS-H80-033130,Temporary Site- Calais Blue Devil Health,35 Blue Devil Hl,Calais,ME,04619-4037,207-796-5503,,40,7,All Other Clinic Types,1,Active,,,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/03/2021,2021/09/03,St Croix Regional Family Health Center,136 Mill St,Princeton,ME,04668-3344,Corinne LaPlant,207-796-5503,claplant@scrfhc.org,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-67.24301681,45.16445566,Y,N,N,23029,Washington County,Washington,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-019530,KVHC Penquis Valley Schools,48 Penquis Dr,Milo,ME,04463-1033,207-538-3700,www.kvhc.org,8,2,School,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,03/30/2017,2017/03/30,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.99592843,45.25183342,Y,N,N,23021,Piscataquis County,Piscataquis,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-008910,Brewer Medical Center,735 Wilson St,Brewer,ME,04412-1000,207-945-5247,http://www.pchcbangor.org/index.htm,72,7,All Other Clinic Types,1,Active,201878,1841475712,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,06/29/2009,2009/06/29,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.73044891,44.77427926,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS06657,010450,BPS-H80-006643,MATINICUS VIA TELEMEDICINE,SUNBEAN DOCKED @ MATINICUS WHF,Matinicus,ME,04851,207-366-3453,none,2,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,09/16/2006,2006/09/16,"ISLANDS COMMUNITY MEDICAL SERVICES, INC.",15 Medical Center Loop,Vinalhaven,ME,04863-4119,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.88741999,43.86513,Y,N,N,23013,Knox County,Knox,County            ,01,Region 1,23,Maine,2301,01,Maine District 01,ME-01,Chellie Pingree,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00396,010530,BPS-H80-029759,School Based Health Center Mobile Unit,3 Mountainview Dr,Fort Kent,ME,04743-1614,207-834-3971,www.frrh.org,40,2,School,1,Active,,,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/18/2019,2019/09/18,Fish River Rural Health,10 Carter St,Eagle Lake,ME,04739-3060,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.59172129,47.26810857,Y,N,N,23003,Aroostook County,Aroostook,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-001030,BREWER REHAB & LIVING CENTER,74 Parkway S,Brewer,ME,04412-1628,207-989-7300,,38,4,Nursing Home,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/02/2005,2005/01/02,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.75460916,44.78134215,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-004309,CAPEHART COMMUNITY HEALTH CENTER,86 Davis Rd,Bangor,ME,04401-2311,207-992-2205,,48.5,7,All Other Clinic Types,1,Active,201882,1740373679,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/09/2006,2006/01/09,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.82075897,44.84488565,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00797,010460,BPS-H80-004223,LOVEJOY HEALTH CENTER,7 School St STE 1,Albion,ME,04910-6501,207-437-9388,www.healthreachchc.org,50.5,7,All Other Clinic Types,1,Active,201808,1922071745,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,07/24/1978,1978/07/24,Healthreach Community Health Centers,10 Water St STE 305,Waterville,ME,04901-6566,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-69.44153664,44.53027188,Y,N,N,23011,Kennebec County,Kennebec,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-007281,PHILIPS-STRICKLAND HOUSE,21 Boyd St,Bangor,ME,04401-6560,207-941-2820,,6,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,01/02/2005,2005/01/02,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.76253936,44.80431942,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS08769,0115570,BPS-H80-000760,PINES Presque Isle FAMILY HEALTH CENTER,66 Spruce St STE 4,Presque Isle,ME,04769-3241,207-769-2025,www.pineshealthservices.org,50,7,All Other Clinic Types,1,Active,201869,1518283126,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/09/2007,2007/01/09,Pines Health Services,74 Access Hwy,Caribou,ME,04736-3807,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.00705295,46.69832389,Y,N,N,23003,Aroostook County,Aroostook,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-034163,Katahdin Valley Health Center Dover,48 E Main St,Dover Foxcroft,ME,04426-1323,207-538-3700,,32,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/18/2022,2022/01/18,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-69.22891885,45.18387617,Y,N,N,23021,Piscataquis County,Piscataquis,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-032026,Katahdin Valley Health Center Lincoln,53 Transalpine Rd FL,Lincoln,ME,04457-4223,207-538-3700,kvhc.org,32,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,02/11/2021,2021/02/11,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.51386732,45.34583185,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-019084,KVHC Southern Aroostook Community School,922 Dyer Brook Rd,Dyer Brook,ME,04747-5028,207-538-3700,www.kvhc.org,5,2,School,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/03/2017,2017/01/03,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.18427597,46.08678195,Y,N,N,23003,Aroostook County,Aroostook,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS25680,01E01028,BPS-H80-021127,Greater Portland Health at Peaks Island School,4 Church Ave,Portland,ME,04108-1157,207-766-2528,,1,2,School,1,Active,,1205377512,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/14/2017,2017/09/14,Portland Community Health Center,180 Park Ave STE 1,Portland,ME,04102-2927,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,-70.1969047,43.66061765,N,N,N,23005,Cumberland County,Cumberland,County            ,01,Region 1,23,Maine,2301,01,Maine District 01,ME-01,Chellie Pingree,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00797,010460,BPS-H80-002691,STRONG AREA HEALTH CENTER,177 N Main St,Strong,ME,04983-3005,207-684-4010,www.healthreachchc.org,52.25,7,All Other Clinic Types,1,Active,201812,1417921776,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/01/1986,1986/01/01,Healthreach Community Health Centers,10 Water St STE 305,Waterville,ME,04901-6566,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-70.21736861,44.81954296,Y,N,N,23007,Franklin County,Franklin,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00797,010460,BPS-H80-001618,BELGRADE REGIONAL HEALTH CENTER,4 Clement Way,Belgrade,ME,04917-4370,207-495-3323,www.healthreachchc.org,46.5,7,All Other Clinic Types,1,Active,201813,1851364632,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,07/01/1999,1999/07/01,Healthreach Community Health Centers,10 Water St STE 305,Waterville,ME,04901-6566,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-69.86611708,44.50398757,Y,N,N,23011,Kennebec County,Kennebec,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-013413,Katahdin Valley Health Center Ashland,33 Walker St,Ashland,ME,04732-3429,207-538-3700,www.kvhc.org,50.5,7,All Other Clinic Types,1,Active,201911,1962833624,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,11/01/2013,2013/11/01,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.39187191,46.62817566,Y,N,N,23003,Aroostook County,Aroostook,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-015631,KVHC Brownville,180 Main Rd,Brownville,ME,04414-3107,207-538-3700,www.kvhc.org,48,7,All Other Clinic Types,1,Active,201916,1053787721,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,08/11/2015,2015/08/11,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-69.03388479,45.30338451,Y,N,N,23021,Piscataquis County,Piscataquis,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00488,013240,BPS-H80-015219,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,207-538-3700,www.kvhc.org,53,7,All Other Clinic Types,1,Active,201915,1538541131,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/11/2015,2015/06/11,Katahdin Valley Health Center,529 S Patten Rd,Patten,ME,04765-3007,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.45273626,45.95856196,Y,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS04291,014580,BPS-H80-006232,DIRIGO PINES RETIREMENT COMM.,9 Alumni Dr,Orono,ME,04473-3479,207-866-7011,,16,7,All Other Clinic Types,1,Active,,,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,01/03/2006,2006/01/03,Penobscot Community Health Center,103 Maine Ave,Bangor,ME,04401-4330,,,,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,-68.68971839,44.86922569,N,N,N,23019,Penobscot County,Penobscot,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC),H80CS00443,010040,BPS-H80-019458,MIGRANT VOUCHER & MOBILE MEDICAL VAN STATEWIDE,9 Green St,Augusta,ME,04330-7451,207-622-9252 x1,www.mainemigrant.org,25,7,All Other Clinic Types,1,Active,,1376829598,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,04/05/2017,2017/04/05,"Maine Mobile Health Program, Inc",9 Green St Ste 1,Augusta,ME,04330-7451,,,,"Corporate Entity, Federal Tax Exempt",Y,N,N,N,N,-69.77644094,44.31281438,Y,N,N,23011,Kennebec County,Kennebec,County            ,01,Region 1,23,Maine,2301,01,Maine District 01,ME-01,Chellie Pingree,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
Federally Qualified Health Center (FQHC) Look-Alike,LALCS00085,01E00188,BPS-LAL-009910,B Street Health Center,57 Birch St,Lewiston,ME,04240-7415,207-753-5400,www.communityclinicalservices.com,60,7,All Other Clinic Types,1,Active,201833,1164477568,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,08/24/2010,2010/08/24,"Community Clinical Services, Inc.",B St Community Ctr 57 Birch St Ste 201,Lewiston,ME,04240,Coleen  Elias,207-513-3897,celias@stmarysmaine.com,NA,NA,NA,NA,NA,NA,-70.21144336,44.09286364,N,N,N,23001,Androscoggin County,Androscoggin,County            ,01,Region 1,23,Maine,2302,02,Maine District 02,ME-02,Jared F. Golden,Susan M. Collins,"Angus S. King, Jr.",2022/04/16,04/16/2022
